13818531.067336665	13703169.941292565	13587808.815248465	13472447.689204365	0.0	0.0	0.0	0.0	0.0	0.0
13818531.067336665	13703169.941292565	13587808.815248465	13472447.689204365	13357086.563160261	0.0	0.0	0.0	0.0	0.0
13818531.067336665	13703169.941292565	13587808.815248465	13472447.689204365	13357086.563160261	13241725.437116161	0.0	0.0	0.0	0.0
13818531.067336665	13703169.941292565	13587808.815248465	13472447.689204365	13357086.563160261	13241725.437116161	13126364.311072059	0.0	0.0	0.0
0.0	13703169.941292565	13587808.815248465	13472447.689204365	13357086.563160261	13241725.437116161	13126364.311072059	13011003.185027957	0.0	0.0
0.0	0.0	13587808.815248465	13472447.689204365	13357086.563160261	13241725.437116161	13126364.311072059	13011003.185027957	12895642.058983857	0.0
0.0	0.0	0.0	13472447.689204365	13357086.563160261	13241725.437116161	13126364.311072059	13011003.185027957	12895642.058983857	12780280.932939757
0.0	0.0	0.0	0.0	13357086.563160261	13241725.437116161	13126364.311072059	13011003.185027957	12895642.058983857	12780280.932939757
0.0	0.0	0.0	0.0	0.0	13241725.437116161	13126364.311072059	13011003.185027957	12895642.058983857	12780280.932939757
0.0	0.0	0.0	0.0	0.0	0.0	13126364.311072059	13011003.185027957	12895642.058983857	12780280.932939757
